ModuleName	ParameterName	TypeAnnotation	FinalXML	TracePath
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.flagtools	mdata	str | pd.Series | ArrayLike | list | pd.DataFrame	"<conditional name=""mdata_cond"" label=""Determines which values or intervals will be flagged"" />"	Param: 'mdata' -> Annotation: 'str | pd.Series | ArrayLike | list | pd.DataFrame' -> is_union_type -> conditional
saqc.funcs.flagtools	method	Literal['left-open', 'right-open', 'closed', 'plain', 'ontime']	"<param type=""select"" argument=""method"" label=""method"" help=""Defines how `mdata` is projected to data:  * `` plain ``: `mdata` must have the same length as `field`, flags are set, where the values in `mdata` equal `mflag`. * `` ontime ``: Expects datetime indexed `mdata` (types ``pd.Series``, ``pd.DataFrame``, ``DictOfSeries``). Flags are set, where the values in `mdata` equal `mflag` and the indices of `field` and `mdata` match. * `` right-open ``: Expects datetime indexed `mdata`, which will be interpreted as a number of time intervals ``t_1, t_2``. Flags are set to all timestamps ``t`` of `field` with ``t_1  = t   t_2``. * `` left-open ``: like `` right-open ``, but the interval covers all ``t`` with ``t_1   t  = t_2``. * `` closed ``: like `` right-open ``, but the interval now covers all ``t`` with ``t_1  = t  = t_2``"" optional=""true"" value=""left-open"" />"	Param: 'method' -> Annotation: 'Literal['left-open', 'right-open', 'closed', 'plain', 'ontime']' -> is_simple_type
saqc.funcs.flagtools	mformat	Literal['start-end', 'mflag']	"<param type=""select"" argument=""mformat"" label=""mformat"" help=""Controls the interval definition in `mdata` (see examples):  * `` start-end ``: expects datetime indexed `mdata` (types ``pd.Series``, ``pd.DataFrame``, ``DictOfSeries``) with values of type datetime. Each index-value pair is interpreted as an interval to flag, the index defines the left bound, the respective value the right bound. * `` mflag ``:  - `mdata` of type ``pd.Series``, ``pd.DataFrame``, ``DictOfSeries``: Two successive index values ``i_1, i_2`` will be interpreted as an interval ``t_1, t_2`` to flag, if the value of ``t_1`` equals `mflag` - `mdata` of type ``list``, ``np.ndarray``: Flags all `field` where `mdata` euqals `mflag`"" optional=""true"" value=""start-end"" />"	Param: 'mformat' -> Annotation: 'Literal['start-end', 'mflag']' -> is_simple_type
saqc.funcs.flagtools	mflag	Any	"<param type=""text"" argument=""mflag"" label=""mflag"" help=""Value in `mdata` indicating that a flag should be set at the respective position, timestamp or interval. Ignored if `mformat` is set to `` start-end ``"" optional=""true"" value=""1"" />"	Param: 'mflag' -> Annotation: 'Any' -> is_simple_type
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.flagtools	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.flagtools	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="""" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.flagtools	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.flagtools	target	SaQCFields | None	"<param type=""text"" argument=""target"" label=""target"" help="":py:class:`SaQCFields` | :py:class:`newSaQCFields` , optional Variable name to which the results are written. `target` will be created if it does not exist. Defaults to `field`"" optional=""true"" multiple=""true"" />"	Param: 'target' -> Annotation: 'SaQCFields | None' -> is_simple_type
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.flagtools	window	OffsetStr | (Int > 0)	"<conditional name=""window_cond"" label=""Size of the repetition window"" />"	Param: 'window' -> Annotation: 'OffsetStr | (Int > 0)' -> is_union_type -> conditional
saqc.funcs.flagtools	method	Literal['ffill', 'bfill']	"<param type=""select"" argument=""method"" label=""Direction of repetetion"" help=""With  ffill  the subsequent values receive the flag to repeat, with  bfill  the previous values"" optional=""true"" value=""ffill"" />"	Param: 'method' -> Annotation: 'Literal['ffill', 'bfill']' -> is_simple_type
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.flagtools	dfilter	float	"<param type=""float"" argument=""dfilter"" label=""dfilter"" help="":py:class:`Any`, optional Defines which observations will be masked based on the already existing flags. Any data point with a flag equal or worse to this threshold will be passed as ``NaN`` to the function. Defaults to the ``DFILTER_ALL`` value of the translation scheme"" optional=""true"" value=""-inf"" />"	Param: 'dfilter' -> Annotation: 'float' -> is_simple_type
saqc.funcs.flagtools	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.flagtools	target	SaQCFields | NewSaQCFields | None	"<conditional name=""target_cond"" label=""target"" />"	Param: 'target' -> Annotation: 'SaQCFields | NewSaQCFields | None' -> is_union_type -> conditional
saqc.funcs.flagtools	squeeze	bool	"<param type=""boolean"" argument=""squeeze"" label=""squeeze"" help=""Squeeze the history into a single column if ``True``, function specific flag information is lost"" checked=""false"" truevalue=""squeeze"" falsevalue="""" />"	Param: 'squeeze' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.flagtools	overwrite	bool	"<param type=""boolean"" argument=""overwrite"" label=""Overwrite existing flags if ``True``"" help=""Overwrite existing flags if ``True``"" checked=""false"" truevalue=""overwrite"" falsevalue="""" />"	Param: 'overwrite' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.generic	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.generic	func	GenericFunction	"<param type=""text"" argument=""func"" label=""Function to call"" help=""The function needs to accept the same number of arguments (of type pandas.Series) as variables given in ``field`` and return an iterable of array-like objects of data type ``bool`` with the same length as ``target``"" />"	Param: 'func' -> Annotation: 'GenericFunction' -> is_simple_type
saqc.funcs.generic	target	SaQCFields | NewSaQCFields | None	"<conditional name=""target_cond"" label=""target"" />"	Param: 'target' -> Annotation: 'SaQCFields | NewSaQCFields | None' -> is_union_type -> conditional
saqc.funcs.generic	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.generic	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.generic	func	GenericFunction	"<param type=""text"" argument=""func"" label=""Function to call on the variables given in ``field``"" help=""The return value will be written to ``target`` or ``field`` if the former is not given. This implies, that the function needs to accept the same number of arguments (of type pandas.Series) as variables given in ``field`` and should return an iterable of array-like objects with the same number of elements as given in ``target`` (or ``field`` if ``target`` is not specified)"" />"	Param: 'func' -> Annotation: 'GenericFunction' -> is_simple_type
saqc.funcs.generic	target	SaQCFields | NewSaQCFields | None	"<conditional name=""target_cond"" label=""target"" />"	Param: 'target' -> Annotation: 'SaQCFields | NewSaQCFields | None' -> is_union_type -> conditional
saqc.funcs.generic	dfilter	float	"<param type=""float"" argument=""dfilter"" label=""dfilter"" help="":py:class:`Any`, optional Defines which observations will be masked based on the already existing flags. Any data point with a flag equal or worse to this threshold will be passed as ``NaN`` to the function. Defaults to the ``DFILTER_ALL`` value of the translation scheme"" optional=""true"" value=""-inf"" />"	Param: 'dfilter' -> Annotation: 'float' -> is_simple_type
saqc.funcs.interpolation	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.interpolation	freq	Union[FreqStr, int]	"<conditional name=""freq_cond"" label=""Target frequency"" />"	Param: 'freq' -> Annotation: 'Union[FreqStr, int]' -> is_union_type -> conditional
saqc.funcs.interpolation	method	str	"<param type=""text"" argument=""method"" label=""Interpolation technique to use"" help=""One of:  * ``'nshift'``: Shift grid points to the nearest time stamp in the range = +/- 0.5 * ``freq``. * ``'bshift'``: Shift grid points to the first succeeding time stamp (if any). * ``'fshift'``: Shift grid points to the last preceeding time stamp (if any). * ``'linear'``: Ignore the index and treat the values as equally spaced. * ``'time'``, ``'index'``, ``'values'``: Use the actual numerical values of the index. * ``'pad'``: Fill in NaNs using existing values. * ``'spline'``, ``'polynomial'``: Passed to ``scipy.interpolate.interp1d``. These methods use the numerical values of the index.  An ``order`` must be specified, e.g. ``qc.interpolate(method='polynomial', order=5)``. * ``'nearest'``, ``'zero'``, ``'slinear'``, ``'quadratic'``, ``'cubic'``, ``'barycentric'``: Passed to ``scipy.interpolate.interp1d``. These methods use the numerical values of the index. * ``'krogh'``, ``'spline'``, ``'pchip'``, ``'akima'``, ``'cubicspline'``: Wrappers around the SciPy interpolation methods of similar names. * ``'from_derivatives'``: Refers to ``scipy.interpolate.BPoly.from_derivatives``"" optional=""true"" value=""time"" />"	Param: 'method' -> Annotation: 'str' -> is_simple_type
saqc.funcs.interpolation	order	Int > 0	"<param type=""integer"" argument=""order"" label=""order"" help=""Order of the interpolation method, ignored if not supported by the chosen ``method``"" optional=""true"" value=""2"" min=""0"" />"	Param: 'order' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.interpolation	overwrite	bool	"<param type=""boolean"" argument=""overwrite"" label=""If set to `True`, existing flags will be cleared"" help=""If set to `True`, existing flags will be cleared"" checked=""false"" truevalue=""overwrite"" falsevalue="""" />"	Param: 'overwrite' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.interpolation	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.interpolation	window	OffsetStr | (Int > 0)	"<conditional name=""window_cond"" label=""The size of the window, the aggregation is computed from"" />"	Param: 'window' -> Annotation: 'OffsetStr | (Int > 0)' -> is_union_type -> conditional
saqc.funcs.interpolation	func	Callable[[pd.Series], float] | str	"<conditional name=""func_cond"" label=""func"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], float] | str' -> is_union_type -> conditional
saqc.funcs.interpolation	center	bool	"<param type=""boolean"" argument=""center"" label=""Center the window around the value"" help=""Can only be used with integer windows, otherwise it is silently ignored"" checked=""false"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.interpolation	min_periods	Int >= 0	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of valid (not np.nan) values that have to be available in a window for its aggregation to be computed"" optional=""true"" value=""0"" min=""0"" />"	Param: 'min_periods' -> Annotation: 'Int >= 0' -> is_simple_type
saqc.funcs.interpolation	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""-inf"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.noise	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.noise	window	OffsetStr | pd.Timedelta	"<conditional name=""window_cond"" label=""window"" />"	Param: 'window' -> Annotation: 'OffsetStr | pd.Timedelta' -> is_union_type -> conditional
saqc.funcs.noise	thresh	Float >= 0	"<param type=""float"" argument=""thresh"" label=""thresh"" help=""Threshold. A given chunk is flagged, if the return value of ``func`` excceeds ``thresh``"" min=""0"" />"	Param: 'thresh' -> Annotation: 'Float >= 0' -> is_simple_type
saqc.funcs.noise	func	Literal['std', 'var', 'mad'] | Callable[[np.ndarray, pd.Series], float]	"<conditional name=""func_cond"" label=""func"" />"	Param: 'func' -> Annotation: 'Literal['std', 'var', 'mad'] | Callable[[np.ndarray, pd.Series], float]' -> is_union_type -> conditional
saqc.funcs.noise	sub_window	OffsetStr | pd.Timedelta | None	"<conditional name=""sub_window_cond"" label=""sub_window"" />"	Param: 'sub_window' -> Annotation: 'OffsetStr | pd.Timedelta | None' -> is_union_type -> conditional
saqc.funcs.noise	sub_thresh	(Float >= 0) | None	"<param type=""float"" argument=""sub_thresh"" label=""sub_thresh"" help=""Threshold. A given sub chunk is flagged, if the return value of ``func` excceeds ``sub_thresh``"" optional=""true"" min=""0"" />"	Param: 'sub_thresh' -> Annotation: '(Float >= 0) | None' -> is_simple_type
saqc.funcs.noise	min_periods	(Int >= 0) | None	"<param type=""integer"" argument=""min_periods"" label=""Minimum number of values needed in a chunk to perfom the test"" help=""Ignored if ``window`` is an integer"" optional=""true"" min=""0"" />"	Param: 'min_periods' -> Annotation: '(Int >= 0) | None' -> is_simple_type
saqc.funcs.noise	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.noise	field	str	"<param type=""text"" argument=""field"" label=""field"" help="""" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.noise	window	OffsetStr	"<param type=""text"" argument=""window"" label=""window"" help="""" />"	Param: 'window' -> Annotation: 'OffsetStr' -> is_simple_type
saqc.funcs.noise	thresh	Float >= 0	"<param type=""float"" argument=""thresh"" label=""thresh"" help="""" min=""0"" />"	Param: 'thresh' -> Annotation: 'Float >= 0' -> is_simple_type
saqc.funcs.noise	func	Literal['std', 'var', 'mad'] | Callable[[np.ndarray, pd.Series], float]	"<conditional name=""func_cond"" label=""func"" />"	Param: 'func' -> Annotation: 'Literal['std', 'var', 'mad'] | Callable[[np.ndarray, pd.Series], float]' -> is_union_type -> conditional
saqc.funcs.noise	sub_window	(Float > 0) | OffsetStr | None	"<conditional name=""sub_window_cond"" label=""sub_window"" />"	Param: 'sub_window' -> Annotation: '(Float > 0) | OffsetStr | None' -> is_union_type -> conditional
saqc.funcs.noise	sub_thresh	(Float > 0) | None	"<param type=""float"" argument=""sub_thresh"" label=""sub_thresh"" help="""" optional=""true"" min=""0"" />"	Param: 'sub_thresh' -> Annotation: '(Float > 0) | None' -> is_simple_type
saqc.funcs.noise	min_periods	(Int >= 0) | None	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help="""" optional=""true"" min=""0"" />"	Param: 'min_periods' -> Annotation: '(Int >= 0) | None' -> is_simple_type
saqc.funcs.noise	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="""" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.outliers	window	FreqStr | (Int >= 0)	"<conditional name=""window_cond"" label=""Size of the testing window"" />"	Param: 'window' -> Annotation: 'FreqStr | (Int >= 0)' -> is_union_type -> conditional
saqc.funcs.outliers	alpha	Float[0, 1]	"<param type=""float"" argument=""alpha"" label=""Level of significance, the grubbs test is to be performed at"" help=""Must be between 0 and 1"" optional=""true"" value=""0.05"" min=""0"" max=""1"" />"	Param: 'alpha' -> Annotation: 'Float[0, 1]' -> is_simple_type
saqc.funcs.outliers	min_periods	Int >= 1	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of values needed in a `window` in order to perform the grubs test. Ignored if `window` is an integer"" optional=""true"" value=""8"" min=""1"" />"	Param: 'min_periods' -> Annotation: 'Int >= 1' -> is_simple_type
saqc.funcs.outliers	pedantic	bool	"<param type=""boolean"" argument=""pedantic"" label=""If ``True``, every value gets checked twice"" help=""First in the initial rolling `window` and second in a rolling window that is lagging by `window` / 2. Recommended to avoid false positives at the window edges. Ignored if `window` is an offset string"" checked=""false"" truevalue=""pedantic"" falsevalue="""" />"	Param: 'pedantic' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.outliers	window	OffsetStr | (Int >= 1) | None	"<conditional name=""window_cond"" label=""window"" />"	Param: 'window' -> Annotation: 'OffsetStr | (Int >= 1) | None' -> is_union_type -> conditional
saqc.funcs.outliers	min_periods	Int >= 1	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of periods per partition that have to be present for a valid outlier detection to be made in this partition"" optional=""true"" value=""11"" min=""1"" />"	Param: 'min_periods' -> Annotation: 'Int >= 1' -> is_simple_type
saqc.funcs.outliers	iter_start	Float[0, 1]	"<param type=""float"" argument=""iter_start"" label=""iter_start"" help=""Float in ``[0, 1]`` that determines which percentage of data is considered  normal . ``0.5`` results in the stray algorithm to search only the upper 50% of the scores for the cut off point. (See reference section for more information)"" optional=""true"" value=""0.5"" min=""0"" max=""1"" />"	Param: 'iter_start' -> Annotation: 'Float[0, 1]' -> is_simple_type
saqc.funcs.outliers	alpha	Float[0, 1]	"<param type=""float"" argument=""alpha"" label=""alpha"" help=""Level of significance by which it is tested, if a score might be drawn from another distribution than the majority of the data"" optional=""true"" value=""0.05"" min=""0"" max=""1"" />"	Param: 'alpha' -> Annotation: 'Float[0, 1]' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	str | Sequence[str]	"<conditional name=""field_cond"" label=""Variable to process"" />"	Param: 'field' -> Annotation: 'str | Sequence[str]' -> is_union_type -> conditional
saqc.funcs.outliers	n	Int > 0	"<param type=""integer"" argument=""n"" label=""Number of neighbors to be included into the LOF calculation"" help=""Defaults to ``20``, which is a value found to be suitable in the literature.  * `n` determines the  locality  of an observation (its `n` nearest neighbors) and sets the upper limit to the number of values in outlier clusters (i.e. consecutive outliers). Outlier clusters of size greater than `n`/2 may not be detected reliably. * The larger `n`, the lesser the algorithm's sensitivity to local outliers and small or singleton outliers points. Higher values greatly increase numerical costs"" optional=""true"" value=""20"" min=""0"" />"	Param: 'n' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.outliers	thresh	Literal['auto'] | (Float >= 1)	"<conditional name=""thresh_cond"" label=""The threshold for flagging the calculated LOF"" />"	Param: 'thresh' -> Annotation: 'Literal['auto'] | (Float >= 1)' -> is_union_type -> conditional
saqc.funcs.outliers	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""Algorithm used for calculating the `n`-nearest neighbors"" help=""Algorithm used for calculating the `n`-nearest neighbors"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_simple_type
saqc.funcs.outliers	p	Int > 0	"<param type=""integer"" argument=""p"" label=""p"" help=""Degree of the metric ( Minkowski ), according to which the distance to neighbors is determined. Most important values are:  * ``1`` - Manhattan Metric * ``2`` - Euclidian Metric"" optional=""true"" value=""1"" min=""0"" />"	Param: 'p' -> Annotation: 'Int > 0' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	SaQCFields	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'SaQCFields' -> is_simple_type
saqc.funcs.outliers	window	FreqStr | (Int >= 0) | None	"<conditional name=""window_cond"" label=""Size of the window"" />"	Param: 'window' -> Annotation: 'FreqStr | (Int >= 0) | None' -> is_union_type -> conditional
saqc.funcs.outliers	z	Float >= 0	"<param type=""float"" argument=""z"" label=""The value the Z-score is tested against"" help=""Defaulting to ``3.5`` (Recommendation of [1])"" optional=""true"" value=""3.5"" min=""0"" />"	Param: 'z' -> Annotation: 'Float >= 0' -> is_simple_type
saqc.funcs.outliers	min_residuals	(Int >= 0) | None	"<param type=""integer"" argument=""min_residuals"" label=""min_residuals"" help="""" optional=""true"" min=""0"" />"	Param: 'min_residuals' -> Annotation: '(Int >= 0) | None' -> is_simple_type
saqc.funcs.outliers	min_periods	(Int >= 0) | None	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of valid meassurements in a scoring window, to consider the resulting score valid"" optional=""true"" min=""0"" />"	Param: 'min_periods' -> Annotation: '(Int >= 0) | None' -> is_simple_type
saqc.funcs.outliers	center	bool	"<param type=""boolean"" argument=""center"" label=""Weather or not to center the target value in the scoring window"" help=""If ``False``, the target value is the last value in the window"" checked=""false"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	Sequence[str]	"<param type=""text"" argument=""field"" label=""List of variables names to process"" help=""List of variables names to process"" multiple=""true"" />"	Param: 'field' -> Annotation: 'Sequence[str]' -> is_simple_type
saqc.funcs.outliers	trafo	Callable[[pd.Series], pd.Series]	"<param type=""text"" argument=""trafo"" label=""Transformation to be applied onto every column before scoring"" help=""For more fine-grained control, the data could also be transformed before :py:meth:`~saqc.SaQC.flagMVScores` is called"" optional=""true"" />"	Param: 'trafo' -> Annotation: 'Callable[[pd.Series], pd.Series]' -> is_simple_type
saqc.funcs.outliers	alpha	Float[0, 1]	"<param type=""float"" argument=""alpha"" label=""alpha"" help=""Level of significance by which it is tested, if an observations score might be drawn from another distribution than the majority of the data"" optional=""true"" value=""0.05"" min=""0"" max=""1"" />"	Param: 'alpha' -> Annotation: 'Float[0, 1]' -> is_simple_type
saqc.funcs.outliers	n	Int >= 1	"<param type=""integer"" argument=""n"" label=""Number of neighbors included in the scoring process for every datapoint"" help=""Number of neighbors included in the scoring process for every datapoint"" optional=""true"" value=""10"" min=""1"" />"	Param: 'n' -> Annotation: 'Int >= 1' -> is_simple_type
saqc.funcs.outliers	func	Callable[[pd.Series], float] | str	"<conditional name=""func_cond"" label=""func"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], float] | str' -> is_union_type -> conditional
saqc.funcs.outliers	iter_start	Float[0, 1]	"<param type=""float"" argument=""iter_start"" label=""iter_start"" help=""Value in ``[0,1]`` that determines which percentage of data is considered  normal . 0.5 results in the threshing algorithm to search only the upper 50% of the scores for the cut-off point. (See reference section for more information)"" optional=""true"" value=""0.5"" min=""0"" max=""1"" />"	Param: 'iter_start' -> Annotation: 'Float[0, 1]' -> is_simple_type
saqc.funcs.outliers	window	(Int >= 1) | OffsetStr	"<conditional name=""window_cond"" label=""Only effective if `threshing` is set to ``'stray'``"" />"	Param: 'window' -> Annotation: '(Int >= 1) | OffsetStr' -> is_union_type -> conditional
saqc.funcs.outliers	min_periods	Int > 1	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Only effective if `threshing` is set to ``'stray'`` and `partition` is an integer. Minimum number of periods per `partition` that have to be present for a valid outlier detection to be made in this partition"" optional=""true"" value=""11"" min=""1"" />"	Param: 'min_periods' -> Annotation: 'Int > 1' -> is_simple_type
saqc.funcs.outliers	stray_range	OffsetStr	"<param type=""text"" argument=""stray_range"" label=""stray_range"" help=""If not ``None``, it is tried to reduce the stray result onto single outlier components of the input `field`. The offset string denotes the range of the temporal surrounding to include into the MAD testing while trying to reduce flags"" optional=""true"" />"	Param: 'stray_range' -> Annotation: 'OffsetStr' -> is_simple_type
saqc.funcs.outliers	drop_flagged	bool	"<param type=""boolean"" argument=""drop_flagged"" label=""Only effective when `stray_range` is not ``None``"" help=""Whether or not to drop flagged values from the temporal surroundings"" checked=""false"" truevalue=""drop_flagged"" falsevalue="""" />"	Param: 'drop_flagged' -> Annotation: 'bool' -> is_simple_type
saqc.funcs.outliers	thresh	Float >= 0	"<param type=""float"" argument=""thresh"" label=""Only effective when `stray_range` is not ``None``"" help=""The 'critical' value, controlling wheather the MAD score is considered referring to an outlier or not. Higher values result in less rigid flagging. The default value is widely considered apropriate in the literature"" optional=""true"" value=""3.5"" min=""0"" />"	Param: 'thresh' -> Annotation: 'Float >= 0' -> is_simple_type
saqc.funcs.outliers	min_periods_r	Int >= 1	"<param type=""integer"" argument=""min_periods_r"" label=""Only effective when `stray_range` is not ``None``"" help=""Minimum number of measurements necessary in an interval to actually perform the reduction step"" optional=""true"" value=""1"" min=""1"" />"	Param: 'min_periods_r' -> Annotation: 'Int >= 1' -> is_simple_type
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="":py:class:`Any`, optional The flag value the function uses to mark observations. Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Variable to process"" help=""Variable to process"" />"	Param: 'field' -> Annotation: 'str' -> is_simple_type
saqc.funcs.outliers	tolerance	Float >= 0	"<param type=""float"" argument=""tolerance"" label=""tolerance"" help=""Maximum difference allowed between the value, directly preceding and the value directly succeeding an offset to trigger flagging of the offsetting values. See condition (4)"" min=""0"" />"	Param: 'tolerance' -> Annotation: 'Float >= 0' -> is_simple_type
