ModuleName	ParameterName	TypeAnnotation	FinalXML	TracePath
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.flagtools	mdata	str | pd.Series | np.ndarray | list | pd.DataFrame | DictOfSeries	"<param type=""text"" argument=""mdata"" label=""Determines which values or intervals will be flagged"" help=""Supported input types:  * ``pd.Series``: Needs a datetime index and values of type:  - datetime, for `method` values `` right-closed ``, `` left-closed ``, `` closed `` - or any scalar, for `method` values `` plain ``, `` ontime ``  * ``str``: Variable holding the manual flag information. * ``pd.DataFrame``, ``DictOfSeries``: Need to provide a ``pd.Series`` with column name `field`. * ``list``, ``np.ndarray``: Only supported with `method` value `` plain `` and `mformat` value `` mflag ``"" value="""" />"	Param: 'mdata' -> Annotation: 'str | pd.Series | np.ndarray | list | pd.DataFrame | DictOfSeries' -> final_catch_all_fallback_text
saqc.funcs.flagtools	method	Literal['left-open', 'right-open', 'closed', 'plain', 'ontime']	"<param type=""select"" argument=""method"" label=""method"" help=""Defines how `mdata` is projected to data:  * `` plain ``: `mdata` must have the same length as `field`, flags are set, where the values in `mdata` equal `mflag`. * `` ontime ``: Expects datetime indexed `mdata` (types ``pd.Series``, ``pd.DataFrame``, ``DictOfSeries``). Flags are set, where the values in `mdata` equal `mflag` and the indices of `field` and `mdata` match. * `` right-open ``: Expects datetime indexed `mdata`, which will be interpreted as a number of time intervals ``t_1, t_2``. Flags are set to all timestamps ``t`` of `field` with ``t_1  = t   t_2``. * `` left-open ``: like `` right-open ``, but the interval covers all ``t`` with ``t_1   t  = t_2``. * `` closed ``: like `` right-open ``, but the interval now covers all ``t`` with ``t_1  = t  = t_2``"" optional=""true"" value=""left-open"" />"	Param: 'method' -> Annotation: 'Literal['left-open', 'right-open', 'closed', 'plain', 'ontime']' -> is_literal
saqc.funcs.flagtools	mformat	Literal['start-end', 'mflag']	"<param type=""select"" argument=""mformat"" label=""mformat"" help=""Controls the interval definition in `mdata` (see examples):  * `` start-end ``: expects datetime indexed `mdata` (types ``pd.Series``, ``pd.DataFrame``, ``DictOfSeries``) with values of type datetime. Each index-value pair is interpreted as an interval to flag, the index defines the left bound, the respective value the right bound. * `` mflag ``:  - `mdata` of type ``pd.Series``, ``pd.DataFrame``, ``DictOfSeries``: Two successive index values ``i_1, i_2`` will be interpreted as an interval ``t_1, t_2`` to flag, if the value of ``t_1`` equals `mflag` - `mdata` of type ``list``, ``np.ndarray``: Flags all `field` where `mdata` euqals `mflag`"" optional=""true"" value=""start-end"" />"	Param: 'mformat' -> Annotation: 'Literal['start-end', 'mflag']' -> is_literal
saqc.funcs.flagtools	mflag	Any	"<param type=""text"" argument=""mflag"" label=""mflag"" help=""Value in `mdata` indicating that a flag should be set at the respective position, timestamp or interval. Ignored if `mformat` is set to `` start-end ``"" optional=""true"" />"	Param: 'mflag' -> Annotation: 'Any' -> is_simple_type -> type_is_callable_or_special
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="""" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.flagtools	field	str | list[str | list[str]]	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str | list[str | list[str]]' -> is_field_or_target -> fallback_as_text
saqc.funcs.flagtools	group	Sequence['SaQC'] | None	"<param type=""text"" argument=""group"" label=""A collection of ``SaQC`` objects"" help=""Flag checks are performed on all ``SaQC`` objects based on the variables specified in `field`. Whenever any of monitored variables is flagged, the associated timestamps will receive a flag"" optional=""true"" />"	Param: 'group' -> Annotation: 'Sequence['SaQC'] | None' -> is_union_with_none -> final_catch_all_fallback_text
saqc.funcs.flagtools	target	str | list[str | list[str]] | None	"<param type=""text"" argument=""target"" label=""Target"" help=""The name of the variable to process."" optional=""true"" />"	Param: 'target' -> Annotation: 'str | list[str | list[str]] | None' -> is_union_with_none -> is_field_or_target -> fallback_as_text
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.flagtools	window	str | int	"<param type=""text"" argument=""window"" label=""Size of the repetition window"" help=""An integer defines the exact number of repetitions, strings are interpreted as time offsets to fill with"" value="""" />"	Param: 'window' -> Annotation: 'str | int' -> final_catch_all_fallback_text
saqc.funcs.flagtools	method	Literal['ffill', 'bfill']	"<param type=""select"" argument=""method"" label=""Direction of repetetion"" help=""With  ffill  the subsequent values receive the flag to repeat, with  bfill  the previous values"" optional=""true"" value=""ffill"" />"	Param: 'method' -> Annotation: 'Literal['ffill', 'bfill']' -> is_literal
saqc.funcs.flagtools	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.flagtools	dfilter	float	"<param type=""float"" argument=""dfilter"" label=""dfilter"" help=""Any, optional Defines which observations will be masked based on the already existing flags. Any data point with a flag equal or worse to this threshold will be passed as ``NaN`` to the function. Defaults to the ``DFILTER_ALL`` value of the translation scheme"" optional=""true"" value=""-inf"" />"	Param: 'dfilter' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.flagtools	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.flagtools	target	str | None	"<param type=""text"" argument=""target"" label=""Target"" help=""The name of the variable to process."" optional=""true"" />"	Param: 'target' -> Annotation: 'str | None' -> is_union_with_none -> is_field_or_target -> is_single_str
saqc.funcs.flagtools	squeeze	bool	"<param type=""boolean"" argument=""squeeze"" label=""squeeze"" help=""Squeeze the history into a single column if ``True``, function specific flag information is lost"" checked=""false"" truevalue=""squeeze"" falsevalue="""" />"	Param: 'squeeze' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.flagtools	overwrite	bool	"<param type=""boolean"" argument=""overwrite"" label=""Overwrite existing flags if ``True``"" help=""Overwrite existing flags if ``True``"" checked=""false"" truevalue=""overwrite"" falsevalue="""" />"	Param: 'overwrite' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.generic	field	str | Sequence[str]	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str | Sequence[str]' -> is_field_or_target -> fallback_as_text
saqc.funcs.generic	func	GenericFunction	"<param type=""text"" argument=""func"" label=""Function to call"" help=""The function needs to accept the same number of arguments (of type pandas.Series) as variables given in ``field`` and return an iterable of array-like objects of data type ``bool`` with the same length as ``target`` (Expects a function reference: (...).)"" value="""" />"	Param: 'func' -> Annotation: 'GenericFunction' -> is_simple_type -> type_is_callable_or_special
saqc.funcs.generic	target	str | Sequence[str] | None	"<param type=""text"" argument=""target"" label=""Target"" help=""The name of the variable to process."" optional=""true"" />"	Param: 'target' -> Annotation: 'str | Sequence[str] | None' -> is_union_with_none -> is_field_or_target -> fallback_as_text
saqc.funcs.generic	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.generic	field	str | Sequence[str]	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str | Sequence[str]' -> is_field_or_target -> fallback_as_text
saqc.funcs.generic	func	GenericFunction	"<param type=""text"" argument=""func"" label=""Function to call on the variables given in ``field``"" help=""The return value will be written to ``target`` or ``field`` if the former is not given. This implies, that the function needs to accept the same number of arguments (of type pandas.Series) as variables given in ``field`` and should return an iterable of array-like objects with the same number of elements as given in ``target`` (or ``field`` if ``target`` is not specified) (Expects a function reference: (...).)"" value="""" />"	Param: 'func' -> Annotation: 'GenericFunction' -> is_simple_type -> type_is_callable_or_special
saqc.funcs.generic	target	str | Sequence[str] | None	"<param type=""text"" argument=""target"" label=""Target"" help=""The name of the variable to process."" optional=""true"" />"	Param: 'target' -> Annotation: 'str | Sequence[str] | None' -> is_union_with_none -> is_field_or_target -> fallback_as_text
saqc.funcs.generic	dfilter	float	"<param type=""float"" argument=""dfilter"" label=""dfilter"" help=""Any, optional Defines which observations will be masked based on the already existing flags. Any data point with a flag equal or worse to this threshold will be passed as ``NaN`` to the function. Defaults to the ``DFILTER_ALL`` value of the translation scheme"" optional=""true"" value=""-inf"" />"	Param: 'dfilter' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.interpolation	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.interpolation	freq	str	"<param type=""text"" argument=""freq"" label=""Target frequency"" help=""Target frequency"" value="""" />"	Param: 'freq' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.interpolation	method	str	"<param type=""text"" argument=""method"" label=""Interpolation technique to use"" help=""One of:  * ``'nshift'``: Shift grid points to the nearest time stamp in the range = +/- 0.5 * ``freq``. * ``'bshift'``: Shift grid points to the first succeeding time stamp (if any). * ``'fshift'``: Shift grid points to the last preceeding time stamp (if any). * ``'linear'``: Ignore the index and treat the values as equally spaced. * ``'time'``, ``'index'``, ``'values'``: Use the actual numerical values of the index. * ``'pad'``: Fill in NaNs using existing values. * ``'spline'``, ``'polynomial'``: Passed to ``scipy.interpolate.interp1d``. These methods use the numerical values of the index.  An ``order`` must be specified, e.g. ``qc.interpolate(method='polynomial', order=5)``. * ``'nearest'``, ``'zero'``, ``'slinear'``, ``'quadratic'``, ``'cubic'``, ``'barycentric'``: Passed to ``scipy.interpolate.interp1d``. These methods use the numerical values of the index. * ``'krogh'``, ``'spline'``, ``'pchip'``, ``'akima'``, ``'cubicspline'``: Wrappers around the SciPy interpolation methods of similar names. * ``'from_derivatives'``: Refers to ``scipy.interpolate.BPoly.from_derivatives``"" optional=""true"" value=""time"" />"	Param: 'method' -> Annotation: 'str' -> is_simple_type -> type_is_str
saqc.funcs.interpolation	order	int	"<param type=""integer"" argument=""order"" label=""order"" help=""Order of the interpolation method, ignored if not supported by the chosen ``method``"" optional=""true"" value=""2"" />"	Param: 'order' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.interpolation	overwrite	bool	"<param type=""boolean"" argument=""overwrite"" label=""If set to `True`, existing flags will be cleared"" help=""If set to `True`, existing flags will be cleared"" checked=""false"" truevalue=""overwrite"" falsevalue="""" />"	Param: 'overwrite' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.interpolation	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.interpolation	window	str | int	"<param type=""text"" argument=""window"" label=""The size of the window, the aggregation is computed from"" help=""An integer define the number of periods to be used, a string is interpreted as an offset. ( see `pandas.rolling` for more information). Integer windows may result in screwed aggregations if called on none-harmonized or irregular data"" value="""" />"	Param: 'window' -> Annotation: 'str | int' -> final_catch_all_fallback_text
saqc.funcs.interpolation	func	Callable[[pd.Series], float] | str	"<param type=""text"" argument=""func"" label=""func"" help=""default median The function used for aggregation"" optional=""true"" value=""median"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], float] | str' -> final_catch_all_fallback_text
saqc.funcs.interpolation	center	bool	"<param type=""boolean"" argument=""center"" label=""Center the window around the value"" help=""Can only be used with integer windows, otherwise it is silently ignored"" checked=""true"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.interpolation	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of valid (not np.nan) values that have to be available in a window for its aggregation to be computed"" optional=""true"" value=""0"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.interpolation	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""-inf"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.noise	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.noise	window	str | pd.Timedelta	"<param type=""text"" argument=""window"" label=""window"" help=""Window (i.e. chunk) size"" value="""" />"	Param: 'window' -> Annotation: 'str | pd.Timedelta' -> final_catch_all_fallback_text
saqc.funcs.noise	thresh	float	"<param type=""float"" argument=""thresh"" label=""thresh"" help=""Threshold. A given chunk is flagged, if the return value of ``func`` excceeds ``thresh``"" value="""" />"	Param: 'thresh' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.noise	func	Literal['std', 'var', 'mad'] | Callable[[np.ndarray, pd.Series], float]	"<param type=""text"" argument=""func"" label=""func"" help=""Either a string, determining the aggregation function applied on every chunk:  * 'std': standard deviation * 'var': variance * 'mad': median absolute deviation  Or a Callable, mapping 1 dimensional array likes onto scalars"" optional=""true"" value=""std"" />"	Param: 'func' -> Annotation: 'Literal['std', 'var', 'mad'] | Callable[[np.ndarray, pd.Series], float]' -> final_catch_all_fallback_text
saqc.funcs.noise	sub_window	str | pd.Timedelta | None	"<param type=""text"" argument=""sub_window"" label=""sub_window"" help=""Window size of sub chunks, that are additionally tested for exceeding ``sub_thresh`` with respect to ``func`` (Pandas timedelta string or offset, e.g., '1D', '2H30M')"" optional=""true"" />"	Param: 'sub_window' -> Annotation: 'str | pd.Timedelta | None' -> is_union_with_none -> is_union_str_timedelta
saqc.funcs.noise	sub_thresh	float | None	"<param type=""float"" argument=""sub_thresh"" label=""sub_thresh"" help=""Threshold. A given sub chunk is flagged, if the return value of ``func` excceeds ``sub_thresh``"" optional=""true"" />"	Param: 'sub_thresh' -> Annotation: 'float | None' -> is_union_with_none -> is_simple_type -> type_is_float
saqc.funcs.noise	min_periods	int | None	"<param type=""integer"" argument=""min_periods"" label=""Minimum number of values needed in a chunk to perfom the test"" help=""Ignored if ``window`` is an integer"" optional=""true"" />"	Param: 'min_periods' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.noise	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.noise	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.noise	window	str | pd.Timedelta	"<param type=""text"" argument=""window"" label=""window"" help="""" value="""" />"	Param: 'window' -> Annotation: 'str | pd.Timedelta' -> final_catch_all_fallback_text
saqc.funcs.noise	thresh	float	"<param type=""float"" argument=""thresh"" label=""thresh"" help="""" value="""" />"	Param: 'thresh' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.noise	func	Literal['std', 'var', 'mad'] | Callable[[np.ndarray, pd.Series], float]	"<param type=""text"" argument=""func"" label=""func"" help=""Either a String value, determining the aggregation function applied on every chunk.  * 'std': standard deviation * 'var': variance * 'mad': median absolute deviation  Or a Callable function mapping 1 dimensional arraylikes onto scalars.  window : Window (i.e. chunk) size.  thresh : Threshold. A given chunk is flagged, if the return value of ``func`` excceeds ``thresh``.  sub_window : Window size of sub chunks, that are additionally tested for exceeding ``sub_thresh`` with respect to ``func``.  sub_thresh : Threshold. A given sub chunk is flagged, if the return value of ``func` excceeds ``sub_thresh``.  min_periods : Minimum number of values needed in a chunk to perfom the test. Ignored if ``window`` is an integer"" optional=""true"" value=""std"" />"	Param: 'func' -> Annotation: 'Literal['std', 'var', 'mad'] | Callable[[np.ndarray, pd.Series], float]' -> final_catch_all_fallback_text
saqc.funcs.noise	sub_window	str | pd.Timedelta | None	"<param type=""text"" argument=""sub_window"" label=""sub_window"" help="" (Pandas timedelta string or offset, e.g., '1D', '2H30M')"" optional=""true"" />"	Param: 'sub_window' -> Annotation: 'str | pd.Timedelta | None' -> is_union_with_none -> is_union_str_timedelta
saqc.funcs.noise	sub_thresh	float | None	"<param type=""float"" argument=""sub_thresh"" label=""sub_thresh"" help="""" optional=""true"" />"	Param: 'sub_thresh' -> Annotation: 'float | None' -> is_union_with_none -> is_simple_type -> type_is_float
saqc.funcs.noise	min_periods	int | None	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help="""" optional=""true"" />"	Param: 'min_periods' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.noise	flag	float	"<param type=""float"" argument=""flag"" label=""flag"" help="""" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.outliers	window	str | int	"<param type=""text"" argument=""window"" label=""Size of the testing window"" help=""If an integer, the fixed number of observations used for each window. If an offset string the time period of each window"" value="""" />"	Param: 'window' -> Annotation: 'str | int' -> final_catch_all_fallback_text
saqc.funcs.outliers	alpha	float	"<param type=""float"" argument=""alpha"" label=""Level of significance, the grubbs test is to be performed at"" help=""Must be between 0 and 1"" optional=""true"" value=""0.05"" />"	Param: 'alpha' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of values needed in a `window` in order to perform the grubs test. Ignored if `window` is an integer"" optional=""true"" value=""8"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	pedantic	bool	"<param type=""boolean"" argument=""pedantic"" label=""If ``True``, every value gets checked twice"" help=""First in the initial rolling `window` and second in a rolling window that is lagging by `window` / 2. Recommended to avoid false positives at the window edges. Ignored if `window` is an offset string"" checked=""false"" truevalue=""pedantic"" falsevalue="""" />"	Param: 'pedantic' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.outliers	window	int | str | None	"<conditional name=""window_cond"" />"	Param: 'window' -> Annotation: 'int | str | None' -> is_union_with_none -> is_union_int_str_conditional
saqc.funcs.outliers	min_periods	int	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of periods per partition that have to be present for a valid outlier detection to be made in this partition"" optional=""true"" value=""11"" />"	Param: 'min_periods' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	iter_start	float	"<param type=""float"" argument=""iter_start"" label=""iter_start"" help=""Float in ``[0, 1]`` that determines which percentage of data is considered  normal . ``0.5`` results in the stray algorithm to search only the upper 50% of the scores for the cut off point. (See reference section for more information)"" optional=""true"" value=""0.5"" />"	Param: 'iter_start' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	alpha	float	"<param type=""float"" argument=""alpha"" label=""alpha"" help=""Level of significance by which it is tested, if a score might be drawn from another distribution than the majority of the data"" optional=""true"" value=""0.05"" />"	Param: 'alpha' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	Sequence[str]	"<repeat name=""field_repeat"" min=""1"" title=""Field(s)"" />"	Param: 'field' -> Annotation: 'Sequence[str]' -> is_field_or_target -> is_multi_repeat
saqc.funcs.outliers	n	int	"<param type=""integer"" argument=""n"" label=""Number of neighbors to be included into the LOF calculation"" help=""Defaults to ``20``, which is a value found to be suitable in the literature.  * `n` determines the  locality  of an observation (its `n` nearest neighbors) and sets the upper limit to the number of values in outlier clusters (i.e. consecutive outliers). Outlier clusters of size greater than `n`/2 may not be detected reliably. * The larger `n`, the lesser the algorithm's sensitivity to local outliers and small or singleton outliers points. Higher values greatly increase numerical costs"" optional=""true"" value=""20"" />"	Param: 'n' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	thresh	Literal['auto'] | float	"<conditional name=""thresh_cond"" />"	Param: 'thresh' -> Annotation: 'Literal['auto'] | float' -> is_union_literal_auto_float_conditional
saqc.funcs.outliers	algorithm	Literal['ball_tree', 'kd_tree', 'brute', 'auto']	"<param type=""select"" argument=""algorithm"" label=""Algorithm used for calculating the `n`-nearest neighbors"" help=""Algorithm used for calculating the `n`-nearest neighbors"" optional=""true"" value=""ball_tree"" />"	Param: 'algorithm' -> Annotation: 'Literal['ball_tree', 'kd_tree', 'brute', 'auto']' -> is_literal
saqc.funcs.outliers	p	int	"<param type=""integer"" argument=""p"" label=""p"" help=""Degree of the metric ( Minkowski ), according to which the distance to neighbors is determined. Most important values are:  * ``1`` - Manhattan Metric * ``2`` - Euclidian Metric"" optional=""true"" value=""1"" />"	Param: 'p' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	str	"<param type=""text"" argument=""field"" label=""Field"" help=""The name of the variable to process."" value="""" />"	Param: 'field' -> Annotation: 'str' -> is_field_or_target -> is_single_str
saqc.funcs.outliers	window	str | int | None	"<conditional name=""window_cond"" />"	Param: 'window' -> Annotation: 'str | int | None' -> is_union_with_none -> is_union_int_str_conditional
saqc.funcs.outliers	z	float	"<param type=""float"" argument=""z"" label=""The value the Z-score is tested against"" help=""Defaulting to ``3.5`` (Recommendation of [1])"" optional=""true"" value=""3.5"" />"	Param: 'z' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	min_residuals	int | None	"<param type=""integer"" argument=""min_residuals"" label=""min_residuals"" help="""" optional=""true"" />"	Param: 'min_residuals' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.outliers	min_periods	int | None	"<param type=""integer"" argument=""min_periods"" label=""min_periods"" help=""Minimum number of valid meassurements in a scoring window, to consider the resulting score valid"" optional=""true"" />"	Param: 'min_periods' -> Annotation: 'int | None' -> is_union_with_none -> is_simple_type -> type_is_int
saqc.funcs.outliers	center	bool	"<param type=""boolean"" argument=""center"" label=""Weather or not to center the target value in the scoring window"" help=""If ``False``, the target value is the last value in the window"" checked=""false"" truevalue=""center"" falsevalue="""" />"	Param: 'center' -> Annotation: 'bool' -> is_simple_type -> type_is_bool
saqc.funcs.outliers	flag	float	"<param type=""float"" argument=""flag"" label=""Any, optional The flag value the function uses to mark observations"" help=""Defaults to the ``BAD`` value of the translation scheme"" optional=""true"" value=""255.0"" />"	Param: 'flag' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	field	Sequence[str]	"<repeat name=""field_repeat"" min=""1"" title=""Field(s)"" />"	Param: 'field' -> Annotation: 'Sequence[str]' -> is_field_or_target -> is_multi_repeat
saqc.funcs.outliers	trafo	Callable[[pd.Series], pd.Series]	"<param type=""text"" argument=""trafo"" label=""Transformation to be applied onto every column before scoring"" help=""For more fine-grained control, the data could also be transformed before :py:meth:`~saqc.SaQC.flagMVScores` is called"" optional=""true"" value=""&lt;function OutliersMixin.&lt;lambda&gt; at 0x788ec8661c60&gt;"" />"	Param: 'trafo' -> Annotation: 'Callable[[pd.Series], pd.Series]' -> final_catch_all_fallback_text
saqc.funcs.outliers	alpha	float	"<param type=""float"" argument=""alpha"" label=""alpha"" help=""Level of significance by which it is tested, if an observations score might be drawn from another distribution than the majority of the data"" optional=""true"" value=""0.05"" />"	Param: 'alpha' -> Annotation: 'float' -> is_simple_type -> type_is_float
saqc.funcs.outliers	n	int	"<param type=""integer"" argument=""n"" label=""Number of neighbors included in the scoring process for every datapoint"" help=""Number of neighbors included in the scoring process for every datapoint"" optional=""true"" value=""10"" />"	Param: 'n' -> Annotation: 'int' -> is_simple_type -> type_is_int
saqc.funcs.outliers	func	Callable[[pd.Series], float] | str	"<param type=""text"" argument=""func"" label=""func"" help=""Function that aggregates a value's k-smallest distances, returning a scalar score"" optional=""true"" value=""sum"" />"	Param: 'func' -> Annotation: 'Callable[[pd.Series], float] | str' -> final_catch_all_fallback_text
saqc.funcs.outliers	iter_start	float	"<param type=""float"" argument=""iter_start"" label=""iter_start"" help=""Value in ``[0,1]`` that determines which percentage of data is considered  normal . 0.5 results in the threshing algorithm to search only the upper 50% of the scores for the cut-off point. (See reference section for more information)"" optional=""true"" value=""0.5"" />"	Param: 'iter_start' -> Annotation: 'float' -> is_simple_type -> type_is_float
